title,bundle,fanRating,fanRatingCount,Final Album,directory,Shares Elements With,Suggested directory,Suggested title,King Tom,Final song title,Type,album,length,composer,BPM,version,uuid,original_filename
119 Lugubrious Melody,The Green Years,1.75,2,None,\The Black Room\1998-03-11Rivers's Sketch Tape,,,119 Lugubrious Melody,1.5,,Voice Memo with Guitar,1998-03-11Rivers's Sketch Tape,37,,86,,d28f0cc13c9246e4b0374d73196b69d0,119 lugubrious melody iv i
21 One More Time Around Dist Strum,The Green Years,1.75,2,None,\The Black Room\1998-05 Riverss Sketch Tape,,,21 One More Time Around Dist Strum,1.5,Good Times,Voice Memo with Guitar,1998-05 Riverss Sketch Tape,29,,87,,20f366eea064477199431ed50f546ac5,21 one more time around dist strum
44 Can You Tell Yourself a Lie,The Green Years,1.75,2,None,\The Black Room\1998-06 Rivers's Sketch Tape,,,44 Can You Tell Yourself a Lie,1.5,,Voice Memo With Guitar,1998-06 Rivers's Sketch Tape,29,,113,,245d48fab1734117b9b6832dd9435f5b,44 can you tell yourself a lie_
47 Is This Country Mine,The Green Years,1.75,2,None,\The Black Room\1998-06 Rivers's Sketch Tape,,,47 Is This Country Mine,1.5,Is This Country Mine?,Voice Memo with Guitar,1998-06 Rivers's Sketch Tape,23,,100,,dc553d742dac4285a9d507744085fe87,47 is this country mine_
90 Getting Back Together,The Green Years,1.75,2,None,\The Black Room\1998-05 Riverss Sketch Tape,,,90 Getting Back Together,1.5,,Voice Memo With Guiatar,1998-05 Riverss Sketch Tape,30,,65,,ff376c8b079b405d98025b0039623234,90 getting back together
Aku - G minor over A 2012-6-6,EWBAITE,1.75,2,None,\2 stars and below,,,Aku - G minor over A 2012-6-6,1.5,Aku,Sketch,Demos--Previous Versions,22,,87,,f3f319ec0f58499f8411d6108073a534,g minor over a aku 2012-06-06_18-40
Baby,The Green Years,1.75,2,None,\The Black Room\1998-03-11Rivers's Sketch Tape,,,Baby,1.5,Baby,Voice Memo,1998-03-11Rivers's Sketch Tape,24,Rivers Cuomo,62,,4d13abb57d6948bea759471eb9057ea2,06 baby
be my steady (be my steady),The Green Years,1.75,2,None,\The Black Room\Ideas--Used,,,,1.5,,Sketch,Ideas--Used,64,Rivers Cuomo,110,,f24a5b23c3d94e54a0cc964426196c27,1-27 be my steady (be my steady)
C'mon Bitch - 1998-08 SKECH TAYP (A),The Green Years,1.75,2,None,\The Black Room\1998-08 SKECH TAYP (A),,,C'mon Bitch - 1998-08 SKECH TAYP (A),1.5,,Voice Memo,1998-08 SKECH TAYP (A),20,Rivers Cuomo,62,,94e9c0ec5ff942f89a65c1e8d310016b,06 c'mon bitch
C'mon Bitch - C.O.R.,The Green Years,1.75,2,None,\The Black Room\C.O.R_,,TKX,C'mon Bitch - TKX 70,1.5,C'Mon Bitch,Voice Memo With Guitar,C.O.R_,144,Rivers Cuomo,118,,c310028837aa47bfaa3aa0c55c6127f8,TKX-70 C'mon Bitch
dictadroid3_2014_9_5_17_49_31,EWBAITE,1.75,2,None,\2 stars and below,,Duplicate,,1.5,,Voice Memo with Guitar,EWBAITE,16,,84,,dfc9bef21d79446da8359afa3c99245b,dictadroid3_2014_9_5_17_49_31
I Really Did It - v2,The Green Years,1.75,2,None,\The Black Room\1998-08 SKECH TAYP (A),,,I Really Did It - v2,1.5,I Really Did It,Voice Memo With Guitar,1998-08 SKECH TAYP (A),68,Rivers Cuomo,62,,e4258ed921a441cf81aef729aded5d3d,33 i really did it
I Really Did It - v2,The Green Years,1.75,2,None,\The Black Room\1998-08 SKECH TAYP (B),,,I Really Did It - v2,1.5,I Really Did It,Voice Memo With Guitar,1998-08 SKECH TAYP (B),41,Rivers Cuomo,62,,a5770c4b362043fabbae62d7302a0870,01 i really did it
i remember the day we used to sing along,The Green Years,1.75,2,None,\The Black Room\Ideas--Used,,,,1.5,,Sketch,Ideas--Used,24,Rivers Cuomo,120,,9f777f3569ea4e85929e5cfcc234453d,1-59 i remember the day we used to s
I'm Not Your Friend Anymore,The Green Years,1.75,2,None,\The Black Room\1998-01 Riffs mit Adam and Writing Tape,,,I'm Not Your Friend Anymore,1.5,I'm Not Your Friend Anymore,Voice Memo,1998-01 Riffs mit Adam and Writing Tape,30,Rivers Cuomo,118,,eabe68dfd0e24e72802d283fd2641336,24 I'm not your friend anymore
It's A No-No - v2,The Green Years,1.75,2,None,\The Black Room\C.O.R_,,TKX,It's A No-No - TKX 45.2,1.5,It's a No-No,Voice Memo With Guitar,C.O.R_,168,Rivers Cuomo,104,,540bfbcf48404781a15a12001714e387,TKX-45.2 It's a No-No
Let Me Go,The Green Years,1.75,2,None,\The Black Room\C.O.R_,,TKX,Let Me Go - TKX 76,1.5,Let Me Go,Voice Memo with Guitar,C.O.R_,143,Rivers Cuomo,113,,02cc0c81fc0e4511b913d00e741ed14a,TKX-76 Let Me Go
Little Girls Don't Like,The Green Years,1.75,2,None,\The Black Room\1998-08 SKECH TAYP (A),,,Little Girls Don't Like,1.5,Little Girls Don't Like,voice memo with guitar,1998-08 SKECH TAYP (A),34,Rivers Cuomo,76,,dec36096a60244f5ae452861245114eb,01 Little Girls Don't like
Mike E Coda,EWBAITE,1.75,2,None,\2 stars and below,,,Mike E Coda,1.5,,Sketch,Unknown Album,21,Rivers Cuomo,65,,493054116b1849399161f171bbd98ad8,mike e coda
Second Best Hugger in the World - 2013-2-14 sketch 1,EWBAITE,1.75,2,None,\2 stars and below,,,Second Best Hugger in the World - 2013-2-14 sketch 1,1.5,Second Best Hugger in the World,Sketch,Work,74,Rivers Cuomo,81,,7e9d691e13774f5ab53124c033669e9e,Work 2-14-2013 14h55m45s
That's Right,The Green Years,1.75,2,None,\The Black Room\C.O.R_,,TKX,That's Right - TKX 54,1.5,That's Right,Voice Memo With Guitar,C.O.R_,56,Rivers Cuomo,118,,262b127edc9c4647baa723e1998e8ceb,TKX-54 That's Right
Unknown Song C - 2012-11-5 1,EWBAITE,1.75,2,None,\2 stars and below,,,Unknown Song C - 2012-11-5 1,1.5,,Sketch,Work,71,Rivers Cuomo,76,,c272d18699b8471599e49ab08521a358,Work 11-5-2012 12h51m40s
Unknown Song C - 2012-11-5 2,EWBAITE,1.75,2,None,\2 stars and below,,,Unknown Song C - 2012-11-5 2,1.5,,Sketch,Work,63,Rivers Cuomo,76,,737459d162284b4f8eac0194f7ae9492,Work 11-5-2012 13h17m18s
Unknown Song C - 2012-11-5 3,EWBAITE,1.75,2,None,\2 stars and below,,,Unknown Song C - 2012-11-5 3,1.5,,Sketch,Work,60,Rivers Cuomo,81,,ce46b8a2ffc743ac9bee7bd3f068b781,Work 11-5-2012 13h25m20s
Unknown Song D - 2012-11-26 piano,EWBAITE,1.75,2,None,\2 stars and below,,,Unknown Song D - 2012-11-26 piano,1.5,,Sketch,Work,115,Rivers Cuomo,96,,91111bf68e1b4dacba28030081ce25d9,Work 11-26-2012 15h10m7s
Wagamama - 2013-2-19-13 sketch 3,EWBAITE,1.75,2,None,\2 stars and below,,,Wagamama - 2013-2-19-13 sketch 3,1.5,Wagamama,Sketch,Work,48,Rivers Cuomo,68,,586d75e8eb174678b6601f3958f55934,Work 2-19-2013 12h44m26s
Work 2-28-2013 11h19m34s,EWBAITE,1.75,2,None,\2 stars and below,,,,1.5,,Sketch,Work,82,Rivers Cuomo,118,,49021bc4169740b3be70b29bf7ba9530,Work 2-28-2013 11h19m34s
Work 3-26-2013 4h25m48s,EWBAITE,1.75,2,None,\2 stars and below,,,,1.5,,Sketch,Work,41,,96,,8e15772725cb4b7f8c82ece2ecd80784,Work 3-26-2013 4h25m48s
Work 7-20-2012 9h32m41s,EWBAITE,1.75,2,None,\2 stars and below,,,,1.5,,Sketch,Work,48,Rivers Cuomo,68,,55ecaa91a8da4f4884eca49e42e0d44c,Work 7-20-2012 9h32m41s
Working Man - 2013-3-24-13 acoustic sketch 2,EWBAITE,1.75,2,None,\2 stars and below,,,Working Man - 2013-3-24-13 acoustic sketch 2,1.5,Working Man,Sketch,Work,104,,86,,54fc90a4558947e49804704c8fe9df0c,Work 3-24-2013 23h33m31s
Working Man - 2013-3-25-13 acoustic sketch 2,EWBAITE,1.75,2,None,\2 stars and below,,,Working Man - 2013-3-25-13 acoustic sketch 2,1.5,Working Man,Sketch,Work,67,,89,,7b4352fe86e847ada0ec813ae1af1df6,Work 3-25-2013 0h15m30s
01 Peter No No No No No - Samples an,Pre-Weezer,1.72,9,None,\1989 Cherokee Riffs Best of the Worst Vo,,,,1.5,Peter No No No No No,Full Song,1989 Cherokee Riffs Best of the Worst Vo,273,Rivers Cuomo,100,,3ef579a4943a4ce881252f5537bbec0e,01 Peter No No No No No - Samples an
01 Peter No No No No No - Samples an,Pre-Weezer,1.72,9,None,\1989 Cherokee Riffs Best of the Worst Vo,,,,1.5,Peter No No No No No,Full Song,1989 Cherokee Riffs Best of the Worst Vo,273,Rivers Cuomo,100,,3ef579a4943a4ce881252f5537bbec0e,01 Peter No No No No No - Samples an
09 Delis Pegata-Third Wall-Keek,Pre-Weezer,1.71,7,None,\1982 Homer Pig News Radio Show Strange S,,,,1,,Full Song,1982 Homer Pig News Radio Show Strange S,169,Rivers Cuomo,118,,ce6fa13487bc46a0ba8e328c7cf9ae2a,09 Delis Pegata-Third Wall-Keek
@116_a20_2015_2_24_14_31_25,The White Years,1.7,5,,,,,,1.5,,sketch,The White Years,87,,118,,1e870fdd2352431db532e1ec5acd7ea7,@116_a20_2015_2_24_14_31_25
dictadroid1_2014_12_17_10_54_5,The White Years,1.7,5,None,\Rivers Cuomo,,,Don't Know What You Wanna Do,1.5,,Sketch,Rivers Cuomo,26,Rivers Cuomo,104,,48edecdc3f6a4b07bb62871270fde836,dictadroid1_2014_12_17_10_54_5
Ideas 12-4-2013 17h10m47s,EWBAITE,1.7,5,None,\2 stars and below,,,,1.5,,Sketch,chorus,71,,67,,a8c9e0d3629947cb979c843b3400ec42,Ideas 12-4-2013 17h10m47s
Untitled5 1,The White Years,1.7,5,,\Rivers Cuomo,,,Summer Elaine and Drunk Dory ( alternate version),1.5,,sketch,Rivers Cuomo,69,Rivers Cuomo,68,,d8960c1f73364674a7efa8a616466c4b,Untitled5 1
01 Hit The Jungle,Pre-Weezer,1.67,9,None,\1990 Best Of The Worst,,,,2,Hit the Jungle,Full Song,1990 Best Of The Worst,166,Rivers Cuomo,100,,9f01c536411f42b2b7d46af58d0d018a,01 Hit The Jungle
02 Chocolate Puppies - take 1,Pre-Weezer,1.67,6,None,\Assorted Goofiness,,,,,,Conversation,Assorted Goofiness,69,Rivers Cuomo,65,,c4854c499e7044dcb930096f58d69c63,02 Chocolate Puppies - take 1
03 Chocolate Puppies - take 2,Pre-Weezer,1.67,6,None,\Assorted Goofiness,,,,,,Conversation,Assorted Goofiness,50,Rivers Cuomo,68,,a86d79a863b84d5fbeff9b61f314a899,03 Chocolate Puppies - take 2
07 and i'm playing piano for you dad,Pre-Weezer,1.67,6,None,\1991-12 Rivers' s Opera,,,,1,,Sketch,1991-12 Rivers' s Opera,65,Rivers Cuomo,93,,d07d3e150f99419db35b0482fec6e1d5,07 and i'm playing piano for you dad
Ideas 10-3-2013 16h41m38s 2,EWBAITE,1.67,6,None,\2 stars and below,,Duplicate,,1,,Sketch,EWBAITE,58,,70,,c699744b9b9748a1a4cd6f48a2771bb5,Ideas 10-3-2013 16h41m38s 2
Work 10-26-2012 15h19m5s,EWBAITE,1.67,3,,\Work,,,,,,,Work,2,Rivers Cuomo,113,,bb5c601b0e3e47559c0acab57489d9ee,Work 10-26-2012 15h19m5s
Been Down To Jesus,The Green Years,1.67,3,None,\The Black Room\C.O.R_,,,Been Down To Jesus,2,Been Down To Jesus,Sketch,C.O.R_,58,Rivers Cuomo,108,,90994bfb3fe5479c900d4ea4c59f68c4,069 Been Down to Jesus
hot in this organ,The Red-Raditude-Hurley Years,1.67,3,None,\Demos--Previous Versions,,,,2,,Sketch,Demos--Previous Versions,18,Rivers Cuomo,110,,189f4a060449452bbbdc9a71f6b59078,hot in this organ
Work 10-15-2013 16h33m20s,EWBAITE,1.67,3,,\Work,,,,,,,Work,1,,70,,5edaa85e6fc145ee926ffe9f0f28a3e2,Work 10-15-2013 16h33m20s
01 Oasis Prechorus or Chorus,The Green Years,1.67,3,None,\The Black Room\1998-05 Riverss Sketch Tape,,,01 Oasis Prechorus or Chorus,1,,Voice Memo with Guitar,1998-05 Riverss Sketch Tape,17,,76,,6e3f32dd73004fc186a2de6354a5cda8,01 oasis prechorus or chorus
75 Disco Queen,The Green Years,1.67,3,None,\The Black Room\1998-05 Riverss Sketch Tape,,,75 Disco Queen,1,Disco Queen,Voice Memo with Guitar,1998-05 Riverss Sketch Tape,26,,108,,a048bec809cf463db40f7f9abb3dc7ce,75 disco queen
chunky riff,The Red-Raditude-Hurley Years,1.67,3,None,\Demos--Previous Versions,,,,1,Tell Me What I Want,Riff,Demos--Previous Versions,19,Rivers Cuomo,65,,7f30a0d99907492188a1fda8ee0ee2d6,chunky riff
dictadroid4_2014_9_15_12_6_45,EWBAITE,1.67,3,None,\2 stars and below,,,,1,,Voice Memo,EWBAITE,2,,65,,1a37570c519f42279ca144a2ff0133a9,dictadroid4_2014_9_15_12_6_45
I Can't Stop I'm 0 For The Day - 2,The Green Years,1.67,3,None,\The Black Room\C.O.R_,,TKX,I Can't Stop I'm 0 For The Day - TKX 75,1,I Can't Stop I'm 0 For The Day,Voice Memo with Guitar,C.O.R_,250,Rivers Cuomo,104,,7e45616a297947a586ac3699f72a3cb4,TKX-75 I Can't Stop I'm 0 for the Da
I Did A Bad Thing,The Green Years,1.67,3,None,\The Black Room\C.O.R_,,TKX,I Did A Bad Thing - TKX 71,1,I Did a Bad Thing,Voice Memo With Guitar,C.O.R_,177,Rivers Cuomo,113,,c9b3e7c6a76b4b4a9945620dc4306a00,TKX-71 I Did A Bad Thing
Ideas 10-3-2013 13h28m5s,EWBAITE,1.67,3,None,\2 stars and below,,,,1,,Sketch,EWBAITE,44,Rivers Cuomo,65,,9a35cae37d174dbe8d19b0cad52a9d49,Ideas 10-3-2013 13h28m5s
Ideas 10-3-2013 15h35m14s 2,EWBAITE,1.67,3,None,\2 stars and below,,Duplicate,,1,,Sketch,EWBAITE,22,,88,,56df2c452e8249f0a78e0ffe1fef5053,Ideas 10-3-2013 15h35m14s 2
Ideas 10-3-2013 15h36m49s,EWBAITE,1.67,3,None,\2 stars and below,,,,1,,Sketch,EWBAITE,27,Rivers Cuomo,100,,f53f14171a9345dc933aca50e03d1c00,Ideas 10-3-2013 15h36m49s
Ideas 10-3-2013 15h36m49s 2,EWBAITE,1.67,3,None,\2 stars and below,,Duplicate,,1,,Sketch,EWBAITE,69,,100,,377fd2aab7a14db68f7251a0c6bc54de,Ideas 10-3-2013 15h36m49s 2
Ideas 11-8-2013 12h50m57s,EWBAITE,1.67,3,None,\2 stars and below,,,,1,,Sketch,EWBAITE,45,Rivers Cuomo,89,,d1e03e26a7ea46e084b2a20de886bae1,Ideas 11-8-2013 12h50m57s
Ideas 4-8-2013 9h25m14s,EWBAITE,1.67,3,None,\2 stars and below,,,,1,,Sketch,EWBAITE,37,Rivers Cuomo,62,,04b713cd7a0b4d13ad73f5f9a80eb2b9,Ideas 4-8-2013 9h25m14s
It's A No-No,The Green Years,1.67,3,None,\The Black Room\C.O.R_,,TKX,It's A No-No - TKX 45,1,It's a No-No,Voice Memo With Guitar,C.O.R_,40,Rivers Cuomo,108,,51fa8f03676e44cebadb53eb14988808,TKX-45 It's a No-No
manic synth groove in Db (conflict a,The Red-Raditude-Hurley Years,1.67,3,None,\Demos--Previous Versions,,,,1,,Sketch,Demos--Previous Versions,32,Rivers Cuomo,70,,85a21ee74f604a5399bee2a542f97a5c,manic synth groove in Db (conflict a
Second Best Hugger in the World - 2013-2-14 sketch 2,EWBAITE,1.67,3,None,\2 stars and below,,,Second Best Hugger in the World - 2013-2-14 sketch 2,1,Second Best Hugger in the World,Sketch,Work,89,Rivers Cuomo,87,,aef9b035fc9643b2bd302de5db3e6697,Work 2-14-2013 15h56m1s
sick ascending chords aku,EWBAITE,1.67,3,None,\2 stars and below,,,,1,,Sketch,voice notes,17,Rivers Cuomo,87,,5d15275562ba460e86ea24b85a555f2b,sick ascending chords aku
Start Up - 2012-11-16 brief acoustic clip 2,EWBAITE,1.67,3,None,\2 stars and below,,,Start Up - 2012-11-16 brief acoustic clip 2,1,Start Up,Sketch,Work,3,Rivers Cuomo,113,,754d1d0f232844959562a2c852c72391,Work 11-16-2012 11h57m31s
Untitled1,The White Years,1.67,3,,,,,,1,,Sketch,The White Years,84,,118,,3b2f22e9610e4b5d889b113704d94e7c,Untitled1 1
Untitled1,The White Years,1.67,3,None,,,,,1,,Sketch,The White Years,24,Rivers Cuomo,81,,62c9330172c545d0909dee17d466c52c,Untitled1 11
Untitled5,The White Years,1.67,3,None,,,,,1,,Voice Memo,The White Years,6,Rivers Cuomo,93,,a4d0b988dc2a4e67b0440a82776a1b40,Untitled5 2
Work 1-19-2013 0h15m22s,EWBAITE,1.67,3,None,\2 stars and below,,,,1,,Sketch,Work,63,Rivers Cuomo,118,,b95a9d47707c4abdb3862cf1dc342b68,Work 1-19-2013 0h15m22s
Work 3-26-2013 4h21m1s,EWBAITE,1.67,3,None,\2 stars and below,,,,1,,Sketch,Work,31,,100,,1cf5a0c8e95f4a6398d377994de24344,Work 3-26-2013 4h21m1s
work 3-5-2013 14h35m35s,EWBAITE,1.67,3,None,\2 stars and below,,,,1,,Sketch,Work,13,Rivers Cuomo,93,,4a0a09fd646c4d9c904467091d55b480,work 3-5-2013 14h35m35s
Work 5-24-2013 12h22m39s,EWBAITE,1.67,3,None,\2 stars and below,,,,1,,electric guitar riff,Work,13,,84,,ed0656ff286044a8af7366e9aa23e712,Work 5-24-2013 12h22m39s
Work 7-16-2013 17h4m49s,EWBAITE,1.67,3,None,\2 stars and below,,,,1,,Sketch,Work,9,,80,,3c8468f24624418fbf471a3e267c1c69,Work 7-16-2013 17h4m49s
09 I Can't Sing The Blues,Pre-Weezer,1.64,7,None,\1990 Best Of The Worst,,,,1.5,I Can't Sing the Blues,Full Song,1990 Best Of The Worst,81,Rivers Cuomo,93,,2fa10ac87ee54105a4f9a0fa31d125c7,09 I Can't Sing The Blues
14 I'm gonna sing a little pentatoni,Pre-Weezer,1.64,7,None,\1991-12 Rivers' s Opera,,,,1.5,,Sketch,1991-12 Rivers' s Opera,138,Rivers Cuomo,89,,5232a8fce6944f169b4273ac7561f564,14 I'm gonna sing a little pentatoni
08 Brekdown,Pre-Weezer,1.62,8,None,\1982 Homer Pig News Radio Show Songs,,,,2,,Sketch,1982 Homer Pig News Radio Show Songs,37,Rivers Cuomo,81,,f063d87a468446d88e15ae7087b2fd22,08 Brekdown
2017-01-13 Untitled1,The Pacific Daydream Black Years,1.62,8,,\2 stars and below,,,,1,,Sketch,Work,9,,104,,13a1e12996084652920f810b745105d0,2017-01-13 Untitled1
13 My mommy said children ought to g,Pre-Weezer,1.62,4,None,\1991 -12 Rivers' s Opera,,,My mommy said children ought to g,1.5,,Full Song,1991 -12 Rivers' s Opera,99,Rivers Cuomo,87,,d6763e1184664485871e265e639ea7ff,13 My mommy said children ought to g
16 Drugs_ I'm an animal man,Pre-Weezer,1.62,4,None,\1990-1992 Yeastmaster Part 1,,,Drugs - I'm An Animal Man,1.5,,Full Song,1990-1992 Yeastmaster Part 1,196,Rivers Cuomo,118,,299bd54000cf4268bf61d46022310146,16 Drugs_ I'm an animal man
1998 Riff 1 (Heavy Metal),The Green Years,1.62,4,None,\The Black Room\C.O.R_,,,,1.5,,Riff,C.O.R_,58,Rivers Cuomo,89,,16c7444e07e246eaa076e323dabc7b9a,1998 Riff 1 (Heavy Metal)
1998 Riff 2 (Heavy Metal),The Green Years,1.62,4,None,\The Black Room\C.O.R_,,,,1.5,,Riff,C.O.R_,69,Rivers Cuomo,93,,5befd6a4323d4fce9889ca542be3963b,1998 Riff 2 (Heavy Metal)
22 The 4th Of July,Pre-Weezer,1.62,4,None,\1990 Best Of The Worst,,,,1.5,The 4th of July,Full Song,1990 Best Of The Worst,76,Rivers Cuomo,108,,ba423e466e394786adc227eae9b64091,22 The 4th Of July
61 It's all because of you,The Green Years,1.62,4,None,\The Black Room\1998-03-11Rivers's Sketch Tape,,,,1.5,,Voice Memo With Guitar,1998-03-11Rivers's Sketch Tape,35,Rivers Cuomo,108,,5cea0f6f18034de7876f4f8e6c11682d,61 It's all because of you
68 minor dissonant interesting dark,The Green Years,1.62,4,None,\The Black Room\1998-03-11Rivers's Sketch Tape,,,,1.5,,Voice Memo With Guitar,1998-03-11Rivers's Sketch Tape,46,Rivers Cuomo,72,,f34e7664271c47c78bc0e085eccb32cb,68 minor dissonant interesting dark
Ideas 11-6-2013 20h26m33s,EWBAITE,1.62,4,None,\2 stars and below,,,,1.5,,Sketch,EWBAITE,12,Rivers Cuomo,62,,314e3d75ca69419d82bb3d8c11681beb,Ideas 11-6-2013 20h26m33s
Jet Lag,EWBAITE,1.62,4,,\2 stars and below,,,,1.5,,Sketch,voice notes,10,Rivers Cuomo,108,,1b74959cc7834b19ba3ac9d3eb761332,Jet Lag
Take Me Away,The Red-Raditude-Hurley Years,1.62,4,None,\Unknown Album,,,Take Me Away - sketch,1.5,Take Me Away,Voice Note,Unknown Album,21,Rivers Cuomo,65,,a6cfe98b3b9c4041a236421dfb2428ca,Take Me Away
toby gad idea,The Red-Raditude-Hurley Years,1.62,4,None,\Work,,,,1.5,,Sketch,Work,52,Rivers Cuomo,81,,559a8af606574299bcda5b15bbfa08d1,toby gad idea
05 Interview With The Rockstar,Pre-Weezer,1.6,5,None,\1990-1992 Yeastmaster Part 2,,,Interview With The Rockstar,,,Discussion,1990-1992 Yeastmaster Part 2,191,Rivers Cuomo,87,,4666835d217d44028fe19253f51a0a0f,05 Interview With The Rockstar
@138_2015_2_14_16_2_10,The White Years,1.6,5,,,,,Say Tonight,1,,sketch,The White Years,46,,68,,81780155cc9c442bbc001c298f8986d2,@138_2015_2_14_16_2_10
101 the way i wonder why,The Green Years,1.6,5,None,\The Black Room\1998-05 Riverss Sketch Tape,,,,1,,Voice Memo With Guitar,1998-05 Riverss Sketch Tape,25,,100,,56b63f562a914ea29c1f85b4b7848e15,101 the way i wonder why
16 poor boy develp,The Green Years,1.6,5,None,\The Black Room\1998-09 SKECHTAP (2),,,,1,,Voice Memo with Guitar,1998-09 SKECHTAP (2),30,Rivers Cuomo,118,,9a59a446d6ca4fb7beb85a2159b23dec,16 poor boy develp
"17 Friends Romans, and Countrymens_",Pre-Weezer,1.6,5,None,\1991 -12 Rivers' s Opera,,,"Friends Romans, and Countrymens_",1,,,1991 -12 Rivers' s Opera,47,Rivers Cuomo,62,,1411561af2474a64a516f46485931c10,"17 Friends Romans, and Countrymens_"
beat 1,The Red-Raditude-Hurley Years,1.6,5,None,\Ideas--Used,,,,1,,Beat Boxing,Ideas--Used,8,Rivers Cuomo,95,,450de04cef1444b49be064207b8b3474,beat 1
dictadroid1_2015_2_27_15_23_36,The White Years,1.6,5,None,\Rivers Cuomo,,,Together,1,,Sketch,Rivers Cuomo,14,Rivers Cuomo,108,,a4a053769c55411591359f974d144328,dictadroid1_2015_2_27_15_23_36
Untitled11-1,The White Years,1.6,5,,\Rivers Cuomo,,,Do you wanna get high voice sketch,1,Do You Wanna Get High,voice sketch,Rivers Cuomo,60,Rivers Cuomo,93,,f841fdf02e584ca68eed482f062da99f,Untitled11-1
Untitled6 1,The White Years,1.6,5,,\Rivers Cuomo,,,,1,,voice memo,Rivers Cuomo,70,Rivers Cuomo,74,,c360a6aaa00b47a48d4ce39e6592a4ca,Untitled6 1
VN 00088,The Red-Raditude-Hurley Years,1.6,5,None,\Unknown Album,,,,1,,Sketch,Unknown Album,48,,118,,26eefaa1198545c7955b26122ec4e53b,VN 00088
Work 10-28-2013 13h50m5s,EWBAITE,1.6,5,None,\2 stars and below,,,,1,,Sketch,Work,7,,96,,41db0e5a558f4b2b8df913e847198349,Work 10-28-2013 13h50m5s
@210_2015_3_27_15_45_18,The White Years,1.58,6,,,,,,1.5,,Voice memo,The White Years,39,,106,,c0ab4f353d1a412cafe442422a5ea2fd,@210_2015_3_27_15_45_18
03 What do you do when you know what,Pre-Weezer,1.57,7,None,\1991-12 Rivers' s Opera,,,,1,,,1991-12 Rivers' s Opera,134,Rivers Cuomo,65,,4535d156833c4991bcb22140bf1ef334,03 What do you do when you know what
01 Intro,Pre-Weezer,1.56,9,None,\1991-12 Rivers' s Opera,,,,,,,1991-12 Rivers' s Opera,43,Rivers Cuomo,62,,88c9ed52ede543cab593a7c8dea4133c,01 Intro
05 dissonant riff w harmonic,The Green Years,1.5,8,None,\The Black Room\1998-01 Riffs mit Adam and Writing Tape,,,,1,,Guitar Riff,1998-01 Riffs mit Adam and Writing Tape,18,Rivers Cuomo,108,,2640739180e24a81a44057de60bdb124,05 dissonant riff w harmonic
09 One more time for the children ar,Pre-Weezer,1.5,7,None,\1991-12 Rivers' s Opera,,,,1.5,,Sketch,1991-12 Rivers' s Opera,93,Rivers Cuomo,72,,87d452a76e874a90b28e3bb3bfd6e98f,09 One more time for the children ar
I'm a Pretender 2 @165,The White Years,1.5,6,None,,,,I'm a Pretender - v2 @165,2,I'm a Pretender,Sketch,The White Years,46,Rivers Cuomo,83,2,4fc20b0bcae54b52959d9e788b469d6b,I'm a Pretender 2 @165
04 I'm basket for your name_ i'm fee,Pre-Weezer,1.5,6,None,\1991-12 Rivers' s Opera,,,,1,,Full Song,1991-12 Rivers' s Opera,60,Rivers Cuomo,72,,6ce0e0a4f1a84088bc5261633e0a2f5a,04 I'm basket for your name_ i'm fee
07 b string up to a c_ riff,The Green Years,1.5,6,None,\The Black Room\1998-01 Riffs mit Adam and Writing Tape,,,,1,,Guitar Riff,1998-01 Riffs mit Adam and Writing Tape,43,Rivers Cuomo,62,,08eb0643ac474c05a04713e877817edc,07 b string up to a c_ riff
10 it's not fair,The Green Years,1.5,6,None,\The Black Room\1998-05 Riverss Sketch Tape,,,,1,It's Not Fair,Voice Memo with Guitar,1998-05 Riverss Sketch Tape,24,,86,,b82550a113364b08831ba73c2c031732,10 it's not fair
18 PE Rap,Pre-Weezer,1.5,6,None,\1991 -12 Rivers' s Opera,,,PE Rap,1,,,1991 -12 Rivers' s Opera,18,Rivers Cuomo,65,,b48c600352964fd3bdcd1a5d04e60050,18 PE Rap
bullshit techno,EWBAITE,1.5,6,None,\2 stars and below,,,,1,,Sketch,voice notes,54,Rivers Cuomo,72,,6de0719702eb4efbb255e35b50bf848c,bullshit techno
Untitled4_2014_1_18_14_29_29,The White Years,1.5,6,,\Rivers Cuomo,,,,1,,Riff,Rivers Cuomo,7,Rivers Cuomo,62,,c99c79636f8344619e327c383a4ee256,Untitled4_2014_1_18_14_29_29
Untitled8,The White Years,1.5,6,None,,,,,1,,Voice Memo,The White Years,17,Rivers Cuomo,87,,560e8e262a5d40b8b55719e24cf82d39,Untitled8 2
VN 00082 2,The Red-Raditude-Hurley Years,1.5,6,None,\Unknown Album,,,,1,,Voice Memo,Unknown Album,31,Rivers Cuomo,68,,d16ff13231da42319e83bcb677c3514d,VN 00082 2
VN 00085 2,The Red-Raditude-Hurley Years,1.5,6,None,\Unknown Album,,,,1,,Voice Memo,Unknown Album,33,Rivers Cuomo,68,,006196d1ef0c41ccafc4d6b19eb58204,VN 00085 2
11 silvertone blues riff,The Green Years,1.5,5,None,\The Black Room\1998-03-11Rivers's Sketch Tape,,,,1.5,,Guitar Riff,1998-03-11Rivers's Sketch Tape,58,Rivers Cuomo,93,,47e0c21425954575be1639eac5a32164,11 silvertone blues riff
