title,bundle,fanRating
Ask Anything 059,The Green Years,3.6
Friend Of A Friend - v17 tag @132,The White Years,3.6
Furthest Of Seas - 2002-10-09,The Green Years,3.6
in the mall rc vox,Patrick & Rivers,3.6
my day 2 @155 nothing like the feeling,The White Years,3.6
The Good News Channel - v2,EWBAITE,3.6
What's Up With Me v2 - pro sketch,EWBAITE,3.6
371.2,The Green Years,3.6
A Few Screws Lucy 1 @116 +1 BD Sitek,The Pacific Daydream Black Years,3.6
Bedroom Eyes 2 tap tap AI @61.5,The Pacific Daydream Black Years,3.6
California Snow 1 sluggish playboy @134,The Pacific Daydream Black Years,3.6
Guiding Light 4 verse @131 -1,The Pacific Daydream Black Years,3.6
Happiness 1 AV @97 +1,The Pacific Daydream Black Years,3.6
Piece of Cake 10 talky @82 +1,The Pacific Daydream Black Years,3.6
Piece of Cake 4 verse melo @ 79 -3,The Pacific Daydream Black Years,3.6
Maybe that Wasn't Such A Good Idea 5 @100,The Pacific Daydream Black Years,3.59
Defeat On The Hill - Parson Brown,The Blue-Pinkerton Years,3.59
Drama Queen - 2003 Demos,The Make Believe Years,3.59
My Way Or The Highway,The Green Years,3.59
Subjective 1,Weezma,3.59
19 trampoline,The Green Years,3.59
Bender 1 @79,The Pacific Daydream Black Years,3.58
The Best Of Me - v3,EWBAITE,3.58
something special 5 above sea level @102,The Pacific Daydream Black Years,3.58
All About You 2 Looks Like it's Gonna Rain AG @120,The Pacific Daydream Black Years,3.58
I'm A Robot - 2004-07-20,The Make Believe Years,3.58
Johnny Clash 3 weezered @ 185,The White Years,3.58
"Beethoven Sonata No. 23 in F Minor, 1. Allegro 2022-10-11",Piano,3.58
Get Me Mine (2008 edit),The Red-Raditude-Hurley Years,3.58
Real Life Friend - v9,EWBAITE,3.58
I'll Study You,The Green Years,3.58
Awaken Early - v2 @118 melody,The White Years,3.58
Does Anybody Love Anybody - v10 RIP @,The White Years,3.58
I Don't Feel Enough 2,Patrick & Rivers,3.58
Please Don't Shake Me - sketch,EWBAITE,3.58
"Beethoven Sonata No. 32 in C Minor, 2. Adagio and Beethoven Sonata No. 1 in F Minor, 1. Allegro 2022-08-30(1)",Piano,3.57
"Beethoven Sonata No. 21 in C Major, 1. Allegro 2022-10-04",Piano,3.57
Where Do All The Kids Hang Out 3 @85,The Pacific Daydream Black Years,3.57
Come to Stay aka Angel and the One,The Red-Raditude-Hurley Years,3.57
coda,The White Years,3.57
I Sing To Myself 4,EWBAITE,3.57
gun it 11 new chords @ 62.5,The Pacific Daydream Black Years,3.56
Perfect Situation,The Make Believe Years,3.56
"Beethoven Sonata No. 21 in C Major, 3. Allegretto 2022-08-04",Piano,3.56
High As A Kite 1 @86 +5 AZ 13,The Pacific Daydream Black Years,3.56
Bless The Whole Wide World - v11,EWBAITE,3.56
Does Anybody Love Anybody 11 Clip No,The White Years,3.56
Yahoo (No Drums) - 2004-02-20,The Make Believe Years,3.56
You Could Take Me Anywhere 9,The White Years,3.56
Untitled3,The Pacific Daydream Black Years,3.56
01 Track 01 3,The Make Believe Years,3.55
Almost Beautiful 2 AO @ 109 -1,The Pacific Daydream Black Years,3.55
Almost Beautiful 5 verse melo @109 +0,The Pacific Daydream Black Years,3.55
Suddenly I Shot My Mouth,The Green Years,3.55
I Don't Feel Enough 2,The White Years,3.55
rave up 4 @117,The Red-Raditude-Hurley Years,3.55
In The Night - 2,The Green Years,3.54
something special 6 broken verse @102,The Pacific Daydream Black Years,3.54
16 The Odd Couple 2,The Red-Raditude-Hurley Years,3.54
something special 3 verse @102,The Pacific Daydream Black Years,3.53
Egos - 2003 Demos,The Make Believe Years,3.53
Don't Go Hulk 1 @ 120,The Pacific Daydream Black Years,3.53
Apples And Oranges 1 AN @59,The Pacific Daydream Black Years,3.5
Longtime Sunshine Vocals 1 - SFTBH,The Blue-Pinkerton Years,3.5
Quick Picture 9,EWBAITE,3.5
20170703_as_hot,The Pacific Daydream Black Years,3.5
I Was Scared - 2003 Demos,The Make Believe Years,3.5
"102 Beautiful Baby, You Know What I",The Green Years,3.5
Let Go Of Me - 2004-02-20,The Make Believe Years,3.5
Wind In Our Sails,The White Years,3.5
Sing My Blues Away - v3,EWBAITE,3.5
Cornbread Balls @113,The White Years,3.5
Longtime Sunshine Vocals 3 - SFTBH,The Blue-Pinkerton Years,3.5
Show Me That Again 2,The White Years,3.5
Hawaii - v5,The White Years,3.5
Sepultura - 2,The Green Years,3.5
Subjective 3,Weezma,3.5
The Beach Boys 3 @85,The White Years,3.5
The Life I Never Lived - 2005-06-26 clip,The Make Believe Years,3.5
There's Good News And Bad News 2 @,The White Years,3.5
Bells In My Head - v6 won't be long,The White Years,3.5
Hey Youngster,The White Years,3.5
Point Blank Range 8,The White Years,3.5
The Bells In My Head 3 @115,The White Years,3.5
Why Am I Getting So Upset 7,EWBAITE,3.5
Sing My Blues Away - v2,EWBAITE,3.5
You Came To Get Some 2,The White Years,3.5
Sunday Afternoon 2 @138,The White Years,3.5
My Day is Coming (2008 edit C3),The Red-Raditude-Hurley Years,3.5
Trippin' Down The Freeway.guide voca,The Red-Raditude-Hurley Years,3.5
Autopilot,The Red-Raditude-Hurley Years,3.5
California Snow - 2015-3-4 bridge sketch,The White Years,3.5
Do You Wanna Get High 2,Weezma,3.5
Everybody Waits,The Green Years,3.5
Everyone Knows You Came To Get Some 7,EWBAITE,3.5
Most Valuable Player,Patrick & Rivers,3.5
Pacific Sunset - Riff,EWBAITE,3.5
Remember Prom Night 16 OG verse ch,The White Years,3.5
Santa Monica - v3 instrumental,The White Years,3.5
The Summer Of Love 2 @131,The White Years,3.5
Why Am I Getting So Upset 9,EWBAITE,3.5
Boy On Fire 1 AW @78 +3,The Pacific Daydream Black Years,3.5
cupid TWEAKING OUT - ROUGH 1 - SEPT 2,The Pacific Daydream Black Years,3.5
Cleopatra - v25,EWBAITE,3.5
break me strum (conflict at 2012-01-,EWBAITE,3.5
Fair Weather Friend - 2015-1-27 sketch,The White Years,3.5
Untitled2 2,The Pacific Daydream Black Years,3.5
02 Beautiful Baby,The Green Years,3.5
Codependent - v5,EWBAITE,3.5
How Many Places 003,The Green Years,3.5
Love Me - v3,EWBAITE,3.5
Pinned With the Blame (track for Rivers),Patrick & Rivers,3.5
Rest In Peace - v17,EWBAITE,3.5
Wake Up Dry,The Green Years,3.5
Broken Phone - 2002-10-08,The Green Years,3.5
Daddy's Girl,The Green Years,3.5
Fake Smiles And Nervous Laughter - v5,The White Years,3.5
How Long - v1,The Green Years,3.5
Lullaby,The Green Years,3.5
She Who Is Militant,The Green Years,3.5
The Gift Of Gab - v5,EWBAITE,3.5
The Good News Channel - v1,EWBAITE,3.5
Until You'Re Blue - v2,The Green Years,3.5
Untitled1,The Pacific Daydream Black Years,3.5
Volunteers - v2 Instrumental,EWBAITE,3.5
We Have Come Together,The Green Years,3.5
Your Room,The Green Years,3.5
397,The Green Years,3.5
402,The Green Years,3.5
aku melody 1-1#-2sus--,The Pacific Daydream Black Years,3.5
Alligator 1 Cricket AG @80,The Pacific Daydream Black Years,3.5
Almost Beautiful 21 pre lyrics @132 +2,The Pacific Daydream Black Years,3.5
Almost Beautiful 9 glasto @125,The Pacific Daydream Black Years,3.5
California Snow 21 vocals @75 +4 32 bars,The Pacific Daydream Black Years,3.5
Stop Comparing Me To Him 3 Piano chorus first @78 -3 BF 11,The Pacific Daydream Black Years,3.5
The British Are Coming - v8,EWBAITE,3.5
Empty Inside - v7,EWBAITE,3.5
19 Pinned With The Blame 6_04_07,Patrick & Rivers,3.5
I Wanna Be With You,The Green Years,3.5
MAYBE ALL THE WAY - ROUGH 1 - DEC 27,Weezma,3.5
My Weakness,The Green Years,3.5
Second Best Hugger In The World - v1 2,EWBAITE,3.5
Sickboy - 2,The Green Years,3.5
Weapons Expert,The Green Years,3.5
Work 2-12-2013 10h39m3s,EWBAITE,3.5
little_Carla_verse_Melody_2018_4_6_7_40_39,The Pacific Daydream Black Years,3.5
Expatriate In LA 8,Weezma,3.5
We Are The Indians - v6,EWBAITE,3.5
I'M GETTING FAT - ROUGH 1 - SEPT 8,Weezma,3.5
Hippies - 2013-2-13 sketch 2 dup,EWBAITE,3.5
It's Been So Long - 2013-12-2 sketch 2 dup,EWBAITE,3.5
tense desperate piano 2 2,EWBAITE,3.5
Friday Feeling 10 insecure @102,The Pacific Daydream Black Years,3.47
Almost Beautiful 1 AO @ 109 -1,The Pacific Daydream Black Years,3.46
Weekend Woman 6 weekend girl @66.5,The Pacific Daydream Black Years,3.46
"Beethoven Sonata No. 17 in D Minor, 2. Adagio 3. Allegretto 2022-07-30",Piano,3.46
Friday Feeling 5 @102,The Pacific Daydream Black Years,3.46
Untitled10_2016_3_7_11_38_50,The Pacific Daydream Black Years,3.45
Prom Night 13,The White Years,3.45
Second Best Hugger In The World - v7,EWBAITE,3.45
Movies And Ice Cream 1 @118,The Pacific Daydream Black Years,3.44
Get Me Mine - da 6 acoustic demo,EWBAITE,3.44
Broken Man 3 @ 92,The Pacific Daydream Black Years,3.44
Cleopatra - v28,EWBAITE,3.44
affair,EWBAITE,3.44
casual groove on piano,The Red-Raditude-Hurley Years,3.44
I Found My Blood Today,The Green Years,3.44
SAD FAIRY TALE - ROUGH 1 - SEPT 22,EWBAITE,3.44
411b,The Green Years,3.44
08 I Don't Want No Woman-Continued,Pre-Weezer,3.44
tearing me apart piano 6_8,The White Years,3.44
Untitled2 foolish father,EWBAITE,3.44
3 Chains Of Gold 1 @95,The Pacific Daydream Black Years,3.43
Friday Feeling 4 @101,The Pacific Daydream Black Years,3.43
Alone In The Dark 3 edits,The White Years,3.43
I Am An Indian - v4,EWBAITE,3.43
Higgs Boson - v3,EWBAITE,3.43
80's Prom Night - v11 - vpiano whimsy,The White Years,3.43
dictadroid4_2017_7_26_7_24_57,The Pacific Daydream Black Years,3.43
Kicking Back,EWBAITE,3.43
New Girl - 2012-11-14 acoustic sketch 1,EWBAITE,3.43
Simple Fisherman (Original Demo) - 2004-02-20,The Make Believe Years,3.43
why_won't_you_love_me_4_@135,The White Years,3.43
92_piano_sus_2018_5_14_9_40_47,The Pacific Daydream Black Years,3.43
Black White And Blue 2 @120 +1 AY 14,The Pacific Daydream Black Years,3.43
Sammy and Robby 2 AU @76 +1,The Pacific Daydream Black Years,3.43
Almost Beautiful 4 verse melo @ 109,The Pacific Daydream Black Years,3.42
peppermint 2 @159,The White Years,3.42
shangri la LOVE BEING ME 2,The Red-Raditude-Hurley Years,3.42
why won't u get it together a1,EWBAITE,3.42
1765,The Pacific Daydream Black Years,3.41
02 Track 02,The Make Believe Years,3.41
heart of hearts 3 @159,The White Years,3.41
James o james 2012-08-05_17-06,EWBAITE,3.4
Metropolis 3,The Pacific Daydream Black Years,3.4
You're Beautiful To Me - v10,The White Years,3.4
31 verse and chorus_,The Green Years,3.4
Cleopatra - v4,EWBAITE,3.4
Does Anybody Love Anybody 10 Clip No,The White Years,3.4
Meet Up With Our Maker - v5,EWBAITE,3.4
366,The Green Years,3.4
I Got Everything That I Need - v3 sketch,The White Years,3.4
On Holiday,The Green Years,3.4
Say You Will,The Green Years,3.4
Supergirl - v1,EWBAITE,3.4
Yahoo,The Green Years,3.4
Song From Yesterday - v2,The Green Years,3.4
Cali_Melody_verse,The Pacific Daydream Black Years,3.4
High as a Kite AZ 5 vocals @86 +5 25 bars,The Pacific Daydream Black Years,3.4
June Bride 2 i know that you want me @65,The Pacific Daydream Black Years,3.39
I'll Love You Every Day 11 no drum,The White Years,3.39
Beautiful Lies 4 INST @64,The Pacific Daydream Black Years,3.38
Satisfied With You - 2005 demos,The Make Believe Years,3.38
20170628_Untitled6,The Pacific Daydream Black Years,3.38
Next Life Time,The White Years,3.38
Smaller Than Life - 2-14-2013 sketch,EWBAITE,3.38
I'm Loving The Way You Hold My Hand,The White Years,3.38
Everybody Needs Salvation - v3,EWBAITE,3.38
Be My Steady @ 118,The Green Years,3.38
Hey Angel 008,The Green Years,3.38
Hospital Error - 2,The Green Years,3.38
Mo Beats - Melodies Instead Of Rap,The Green Years,3.38
The Gift Of Gab - v7,EWBAITE,3.38
Too Many Thoughts In My Head,The Pacific Daydream Black Years,3.38
01 Sing a Melody,The Green Years,3.38
49 There Ain't Nothin' to Bitch About,The Green Years,3.38
California Kids Ideas,EWBAITE,3.38
I'm Just Being Honest - 2012-12-14 early piano sketch 2,EWBAITE,3.38
Is There Anything Left for Me,The Green Years,3.38
Untitled5,The Pacific Daydream Black Years,3.38
VI iv VII v i aku pluck,EWBAITE,3.38
whistle circle o' 5ths,EWBAITE,3.38
It's Not the Same As It Was 12 second verse @118 -1,The Pacific Daydream Black Years,3.38
Why Are We? - Monterey Jack,The Blue-Pinkerton Years,3.37
Work 10-1-2012 11h14m15s,EWBAITE,3.36
Friday Feeling 7 summer is here @102,The Pacific Daydream Black Years,3.36
stop comparing me to him 2 @113,The White Years,3.36
cyclone solo 20170412_1224,The Pacific Daydream Black Years,3.36
Beethoven Sonata No. 31 in A-flat Major 2022-10-27,Piano,3.36
14 Sweet Jane Song,The Green Years,3.36
Do What Is Best For You 3,The White Years,3.36
Do You Wanna Get High - 2004-11-17 sketch,The White Years,3.36
Attention Deficit Disorder 2,EWBAITE,3.35
"Beethoven Sonata No. 25 in G Major and Sonata No. 26 in E-flat Major, 1. Das Lebewohl 2022-08-15",Piano,3.34
All About You 1 Looks Like it's Gonna Rain @118,The Pacific Daydream Black Years,3.34
"Angela, 28 2 bongoloop AJ @82",The Pacific Daydream Black Years,3.34
Untitled11_2016_3_8_10_0_23,The Pacific Daydream Black Years,3.33
June Bride 15,The White Years,3.33
Remember Prom Night 14,The White Years,3.33
special,The Pacific Daydream Black Years,3.33
1 2 6 aku techno,EWBAITE,3.33
"Beethoven Sonata No. 29 in B-flat Major _Hammerklavier_, 1. Allegro 2022-10-21",Piano,3.33
No Bars - v9,EWBAITE,3.33
Hot Little Tramp (no guide vocal),The Red-Raditude-Hurley Years,3.33
I Can't Find The Words 6 verse vo,The White Years,3.33
i dont wanna let u go,The Red-Raditude-Hurley Years,3.33
Supergirl - v2,EWBAITE,3.33
Can't Knock The Hustle 2 @100 -2 AZ 19-1,The Pacific Daydream Black Years,3.33
Empty Inside - v4,EWBAITE,3.33
Freaky Flag - v4,EWBAITE,3.33
No Bars - v8,EWBAITE,3.33
where did your heart go 2,Weezma,3.33
400,The Green Years,3.33
33 I Really Wanna Take You Home,The Green Years,3.33
Acoustic Blues Riff,The Green Years,3.33
Any Way The Wind - 2,The Green Years,3.33
Bill Withers Jamb,The Green Years,3.33
Change The World,The Green Years,3.33
Elaine - v8 ghost sketch,EWBAITE,3.33
Fool's Gold,The Green Years,3.33
Funeral for Music,The Green Years,3.33
Hold My Mind 024,The Green Years,3.33
I'll Be with Someone Else - v2 Instrumental,EWBAITE,3.33
It's Only Rock And Roll - v1,The Green Years,3.33
It's Only Rock And Roll - v2,The Green Years,3.33
Lethe,The Green Years,3.33
Love Canopy - v1,The Green Years,3.33
Our Heaven's Son - 2,The Green Years,3.33
Phlegm Man,The Green Years,3.33
Real Life Friend - v11 LEAD VOC ONLY,EWBAITE,3.33
She Won't Do It 026,The Green Years,3.33
Simplest Guitar v2,The Green Years,3.33
Spontaneous Clean Jamb,The Green Years,3.33
St. George - 2012-10-3 early acoustic sketch 1,EWBAITE,3.33
Too Good For Me - v2,EWBAITE,3.33
Volunteers - v2 BGV Only,EWBAITE,3.33
401,The Green Years,3.33
soccer spiel tough pop,The Red-Raditude-Hurley Years,3.33
tense desperate piano 1,EWBAITE,3.33
accidents_2018_3_6_15_43_6,The Pacific Daydream Black Years,3.33
Almost Beautiful 19 bass and dbl chorus @130 +2,The Pacific Daydream Black Years,3.33
dictadroid4_2018_5_25_13_13_22,The Pacific Daydream Black Years,3.33
Stop Comparing Me To Him 4 Piano chorus first @78 -3 BF 11,The Pacific Daydream Black Years,3.33
Work 11-27-2013 15h11m11s 2,EWBAITE,3.33
Beethoven Sonata No. 15 in D Major-27,Piano,3.32
Hulk 3 my buddy verse melody @ 120,The Pacific Daydream Black Years,3.32
"I'm On Fire, You're A Liar - SFTV",The Blue-Pinkerton Years,3.32
02 Push Me Back,Pre-Weezer,3.32
Turn Me Round (punk),The Make Believe Years,3.32
77 disco queen chorus,The Green Years,3.31
I'll Love You Every Day 9 verses,The White Years,3.31
you_are_the_one_2015_1_15_10_52_27,The White Years,3.31
guiding light techno_2015_1_28_13_,The White Years,3.31
Don't Show Us Your Boobies,EWBAITE,3.3
"Beethoven Sonata No. 12 in A-flat Major, 1. Andante 2022-07-22",Piano,3.3
I Can't Find The Words 4,The White Years,3.3
Sing My Blues Away - v12,EWBAITE,3.3
80's Prom Night - v9 - v50s piano,The White Years,3.3
Booby Trap,The Green Years,3.3
The Best of Me - v5,EWBAITE,3.3
The Life I Never Lived - 2005-06-25 demo b,The Red-Raditude-Hurley Years,3.3
Why Am I Getting So Upset 3,EWBAITE,3.3
Everybody Needs A Place To Rest,The Green Years,3.3
I V VII IV wistful piano,EWBAITE,3.3
Living Without You,The Green Years,3.3
major melody bells 2012-08-03_10-24,EWBAITE,3.3
Poignant Piano Melody,EWBAITE,3.3
When We Were Young - 2012-11-27 piano sketch with-Josh,EWBAITE,3.3
Broken Man 1 @ 92,The Pacific Daydream Black Years,3.29
Start-Up 2,The White Years,3.29
02 Living In The Bush,Pre-Weezer,3.29
hearts_7_king,The White Years,3.29
Nice Rolling Piano Riff,EWBAITE,3.29
syncopated clean techno,EWBAITE,3.29
01 I'm So Lonely,The Blue-Pinkerton Years,3.28
2017-02-07Untitled5,The Pacific Daydream Black Years,3.28
Make Some Noise For That 3 --1 6 3 b6 5 piano @64,The Pacific Daydream Black Years,3.28
What's Up With Me - pro sketch,EWBAITE,3.27
We Are All We have 1 AR @74,The Pacific Daydream Black Years,3.27
A Little Help Here 2 @112,The Pacific Daydream Black Years,3.26
15 Now I Finally See,The Blue-Pinkerton Years,3.25
07 Numerous Druids (The Barnaby Jone,Pre-Weezer,3.25
Untitled2_2016_3_13_20_40_48,The Pacific Daydream Black Years,3.25
Friday Feeling 1 voice AI @99,The Pacific Daydream Black Years,3.25
You're The One That Turns Me On - 2003 Demos,The Make Believe Years,3.25
Where Do All The Kids Hang Out 2 @85,The Pacific Daydream Black Years,3.25
Jetlag,The White Years,3.25
So Far So Good 2 @89.mp3,The Pacific Daydream Black Years,3.25
193 Everybody Go Away,The Green Years,3.25
Do You Want To Get High - v3,The White Years,3.25
peppermint 7 @160,The White Years,3.25
424 aku,The Green Years,3.25
Hippies - v6,EWBAITE,3.25
No Bars - v4,EWBAITE,3.25
Why Won't You Love Me - v10 verse,The White Years,3.25
22 build on V and the I V piano,The Red-Raditude-Hurley Years,3.25
28 here comes that old feeling vers_,The Green Years,3.25
New Girl - 2012-11-27 piano sketch w-Josh,EWBAITE,3.25
sad skippyjon jones 2 in F major,EWBAITE,3.25
TOO MANY THOUGHTS - ROUGH 1 - OCT 13,EWBAITE,3.25
60s_stylish_137,The Pacific Daydream Black Years,3.25
Don't Show Us Your Body - v4,EWBAITE,3.25
The British Are Coming - v46 - vStra,EWBAITE,3.25
04 Don't Lead Me On,The Green Years,3.25
44 Sing a Melody,The Green Years,3.25
Cloudy day 391,Patrick & Rivers,3.25
Don't Show Us Your Body - v7 Instr,EWBAITE,3.25
Friend Of A Friend - v15 chorus lyrics,The White Years,3.25
I'll Be with Someone Else - v2 LEAD VOC,EWBAITE,3.25
I'M GETTING FAT(scratchvcl) - ROUGH,Weezma,3.25
it's_all_about_you_2015_2_3_15_57_4,The White Years,3.25
Let's Go To The 33rd Dimension - v8 LEA,EWBAITE,3.25
Pisspot 022,The Green Years,3.25
She Looks Like The Type Of Girl - 2012-12-11 sketch 2,EWBAITE,3.25
She's Just A Girl - acoustic sketch,The White Years,3.25
"Stop, Drop 019",The Green Years,3.25
2020-11-25 08.17,Pre-Weezer,3.25
Hideaway - 2013-6-5 sketch 6,EWBAITE,3.25
Wagamama - 2013-2-13-13 sketch 4,EWBAITE,3.25
"Beethoven Sonata No. 22 in F Major, 1. Menuetto 2. Allegretto 2022-10-09",Piano,3.25
Black White And Blue 1 @120 +1 AY 9,The Pacific Daydream Black Years,3.25
dictadroid1_2018_1_19_13_9_50,The Pacific Daydream Black Years,3.25
piece of cake 12 zip @82 +0,The Pacific Daydream Black Years,3.25
Rock Star 23,Weezma,3.25
Shining Star 9,Weezma,3.25
Superstars 29,Weezma,3.25
The British Are Coming - v3,EWBAITE,3.25
The Band We Loved The Most inst,Weezma,3.25
The Band We Loved The Most inst 2,Weezma,3.25
Too Good For Me - v3,EWBAITE,3.25
Broken Man 2 @ 92,The Pacific Daydream Black Years,3.24
Happy To be sad 4 @100,The Pacific Daydream Black Years,3.23
Congratulations,The Green Years,3.23
Hulk 4 chateau @ 120,The Pacific Daydream Black Years,3.23
11 Anything 4 You,Pre-Weezer,3.23
Higher Than The Sky 3 @100,The White Years,3.23
46 Disco Queen,The Green Years,3.22
Tell Me What you Want,The White Years,3.22
You're My Best Friend (voc intro),The Make Believe Years,3.22
We Are All We Have 3 stretch chorus @ 76,The Pacific Daydream Black Years,3.21
017 Dumb,The Green Years,3.21
25 baroque climbing progression,The Red-Raditude-Hurley Years,3.21
modern dukes techno riff,EWBAITE,3.21
Watermelon 1 AW @120 +2,The Pacific Daydream Black Years,3.21
Shut Your Mouth (revised 2007),The Red-Raditude-Hurley Years,3.2
The British Are Coming - v40 Sons Of Liberty,EWBAITE,3.2
423 I vi ii V 1_2 strum,The Green Years,3.2
dictadroid8_2014_11_20_13_40_47,The White Years,3.2
Hey,The Green Years,3.2
Hippies - v1,EWBAITE,3.2
living on the edge of boston,The White Years,3.2
Something's Missing 3,The Red-Raditude-Hurley Years,3.2
The Flowers In Your Hair,The Green Years,3.2
Untitled9,The White Years,3.2
Why Won't You Love Me - IV V verse,The White Years,3.2
022 Pisspot,The Green Years,3.2
Hasta Luego vocals AA jam set 25 @ 98 -5 28 bars,The Pacific Daydream Black Years,3.2
Her Name Is Kaylee 2 @119,The Pacific Daydream Black Years,3.19
A For Effort,The White Years,3.19
tearing me 6_8 piano,EWBAITE,3.19
When We Were Young - 2012-11-6 piano sketch,EWBAITE,3.19
02 Till There Is Nothing Left,Pre-Weezer,3.18
03 It Holds Me Together,Pre-Weezer,3.17
06 I Don't Want No Woman-acoustic,Pre-Weezer,3.17
feet_on_the_ground,The White Years,3.17
Ain't Got Nobody Voice Memo,EWBAITE,3.17
Hippies - v4,EWBAITE,3.17
I Don't Know What You Want To Be fri,EWBAITE,3.17
little_Carla_do_wop_2018_3_29_12_35_13,The Pacific Daydream Black Years,3.17
02 Sing a Melody (Prechorus),The Green Years,3.17
Fits In The Blood,The Green Years,3.17
Girlfriend - A E-Gsharp,The Green Years,3.17
I Can See Your Body Down On The Floor - sketch,The White Years,3.17
I'm Such A Little Bitch [Demo,The Green Years,3.17
sports team 5,EWBAITE,3.17
The Good News Channel - v3,EWBAITE,3.17
19 Beautiful Demons,The Green Years,3.17
Blues Riff,The Green Years,3.17
MAYBE ALL THE WAY(novcl) - ROUGH 1 -,Weezma,3.17
Piano on IVmaj7 - Maybe a pre_,EWBAITE,3.17
Rosemary (With Farfisa),The Green Years,3.17
She Looks Like The Type Of Girl - 2012-12-11 sketch 1,EWBAITE,3.17
Smaller Than Life - 2013-2-14 sketch 6,EWBAITE,3.17
St. George - 2012-10-1 early acoustic,EWBAITE,3.17
Still In Love With You - v2,The Green Years,3.17
tense desperate piano 3,EWBAITE,3.17
Untitled13,The White Years,3.17
Almost Beautiful 18 allegemo verse @138 +2,The Pacific Daydream Black Years,3.17
Black White and Blue 8 same chords @ 120 +1,The Pacific Daydream Black Years,3.17
dictadroid1_2017_11_29_9_2_40,The Pacific Daydream Black Years,3.17
dictadroid8_2018_8_14_20_19_52,The Pacific Daydream Black Years,3.17
too_late_too_soon_piano_drama_2018_3_29_15_26_54,The Pacific Daydream Black Years,3.17
-5,The White Years,3.15
Pacific Sunset 2,The White Years,3.15
07 Baby Doll,Pre-Weezer,3.14
01 i must have dranken a lot more th,The Green Years,3.14
Don't Show Me Your Body 2,EWBAITE,3.14
2020-12-08 05.12,The White Years,3.14
call whenever @116,The White Years,3.14
feet on the ground,EWBAITE,3.14
Let's Get Married 2,EWBAITE,3.14
Let's Get Married LEAD VOC ONLY,EWBAITE,3.14
Sunday Afternoon,The White Years,3.14
This is the Way,The Red-Raditude-Hurley Years,3.14
Why Am I Getting So Upset 5,EWBAITE,3.14
403,The Green Years,3.14
If You Want Me Tell Me So,The Pacific Daydream Black Years,3.12
Sixth Xmas,The Green Years,3.12
421a piano I iii IV V,The Green Years,3.12
52 sing a melody w a cool bridge,The Green Years,3.12
Codependent - v3,EWBAITE,3.12
Do You Want To Get High - v11 new bri,The White Years,3.12
Don't Show Us Your Body - v3,EWBAITE,3.12
I Want You To Notice Me - v3 sketch,EWBAITE,3.12
where did your heart go 1,Weezma,3.12
You Can't Go Back To Kansas (RC voca,Patrick & Rivers,3.12
autotune my face ideas,EWBAITE,3.12
First Riff,The Green Years,3.12
Hippies - 2013-2-15 acoustic demo 1,EWBAITE,3.12
"I Wanna Be Big, Bigger Than You - v1 riff",The Green Years,3.12
PW Major 7 2 @93 melody,Patrick & Rivers,3.12
shiver riff,The White Years,3.12
The Dawn,The Green Years,3.12
Piece of Cake 5 verse lyrics @79 -3,The Pacific Daydream Black Years,3.12
4 1 2 2 ACE OF SPADES drum stem (timpani) @ 94,The Pacific Daydream Black Years,3.11
Indian Summer 2 AI swing @116,The Pacific Daydream Black Years,3.11
Don't Bury Me,The Red-Raditude-Hurley Years,3.11
Untitled8_2016_3_6_10_26_23,The Pacific Daydream Black Years,3.11
Heart of Hearts 5 @128,The White Years,3.11
Untitled3 1,The White Years,3.1
Yes It's True (Disco Queen),The Green Years,3.1
You're Beautiful To me 11,The White Years,3.1
Bone On Bone - 2013-2-28 sketch 1,EWBAITE,3.1
Friend Of A Friend - sketch,The White Years,3.1
Gimme Something,The Green Years,3.1
Ideas 9-25-2013 13h13m43s,EWBAITE,3.1
One Second of Weez - sketch,The White Years,3.1
Turn It Down,EWBAITE,3.1
Untitled14 1,The White Years,3.1
Work 11-1-2013 16h6m9s,EWBAITE,3.1
Almost Beautiful 13 IH hook @140 +1,The Pacific Daydream Black Years,3.1
I IV,The Pacific Daydream Black Years,3.1
Bone On Bone 1,EWBAITE,3.09
Johnny Clash 3 i know that you want me @70,The Pacific Daydream Black Years,3.08
gun it 9 lyric tweaks and bass @ 62.5,The Pacific Daydream Black Years,3.08
"Angela, 28 1 bongoloop AJ @85",The Pacific Daydream Black Years,3.08
Any Friend Of Diane's 1 bong AJ @92,The Pacific Daydream Black Years,3.08
We Are All We Have 5 verse melo @76 +1,The Pacific Daydream Black Years,3.08
Prom Night 17,The White Years,3.08
Sports Team 4,EWBAITE,3.08
White Girl Knees (Tramp),The Red-Raditude-Hurley Years,3.08
come_with_me_2014_2_25_10_20_28,EWBAITE,3.08
dictadroid1_2015_1_11_13_45_45,The White Years,3.08
Ghost @125,The White Years,3.08
I'll Love You Every Day 3b Scratch,The White Years,3.08
let me see the smile 4 @159,The White Years,3.08
Let's Get Married INST NO BASS NO PE,EWBAITE,3.08
Noreaster - electric guitar sketch,The White Years,3.08
Angela 28 hitch hike 1 @68,The Pacific Daydream Black Years,3.07
05 The Biggest Animal,Pre-Weezer,3.07
elaine_6_dont_give_it,The White Years,3.07
Erupt,The White Years,3.07
Meat Town 2 @115,The White Years,3.07
About Last Night 1 @62,The Pacific Daydream Black Years,3.06
-4,The White Years,3.06
all jacked up,The White Years,3.06
073 New Joint,The Green Years,3.06
i_can't_find_the_word_bridge_check_7,The White Years,3.06
puzzle rip,The White Years,3.06
